"Product","Blackbox flight data recorder by Nicholas Sherlock"
12512,20195619,-12,0,0,10000,1394,10328,6170,-421,-191,6484,-419,-179,-452,15,-8447,-1856,-1134,-10454,1242,1100,1824,1518,-2329,3354,-2253,6655,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5356,4199,7662,5282,0,0,0,0,2358,1969,2746,2243,0,0,0,0,2157,1848,2703,2189,0,0,0,0,0,0,0,0,0,0,0,0,623,506,-2550,20169296,-470,1124,-3088,1405,-3072,-98,-679,-395,28,-586,-466,18,77,-359,307,2235,91,800,-2119,3614,-3042,6264,623,506,-2550,-679,-395,28,-2329,3354,-2253,6655,0,-4,44,20,15,-11,-3177,-653,27367,1,8705,7,0,1,1,-0.9387624234395138,0.5433492707582225,-2.1873703521258543,0,0,0,"","","",NaN,NaN,NaN,NaN
12516,20197887,-12,0,0,10000,1394,10328,6370,-465,-214,6645,-452,-191,-444,103,-8304,1051,5231,-6631,1241,1126,1661,1359,-2370,3332,-2167,6681,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5289,4138,7576,5247,0,0,0,0,2336,1958,2745,2238,0,0,0,0,2121,1843,2679,2189,0,0,0,0,0,0,0,0,0,0,0,0,608,497,-2549,20169296,-470,1124,-3088,1405,-3072,-98,-687,-392,25,-586,-466,18,78,-358,306,2262,86,800,-2119,3614,-3042,6264,608,497,-2549,-687,-392,25,-2370,3332,-2167,6681,0,-4,44,20,15,-11,-3133,-564,28445,1,8705,7,0,1,1,-0.9146868166823656,0.5451780801989216,-2.186439502630644,0,0,0,"","","",NaN,NaN,NaN,NaN
12520,20200157,-12,0,0,10000,1402,10328,6585,-516,-132,6757,-572,-96,-579,67,-8178,5008,6939,-3761,1316,1065,1782,1370,-2413,3309,-2077,6706,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5215,4080,7492,5208,0,0,0,0,2312,1946,2742,2232,0,0,0,0,2087,1831,2648,2189,0,0,0,0,0,0,0,0,0,0,0,0,592,488,-2549,20169296,-470,1124,-3088,1405,-3072,-98,-694,-390,22,-586,-466,18,80,-357,306,2289,81,800,-2119,3614,-3042,6264,592,488,-2549,-694,-390,22,-2413,3309,-2077,6706,0,-4,44,20,15,-11,-3118,-477,28811,1,8705,7,0,1,1,-0.8896805363051404,0.5470579818808201,-2.1850720191673423,0,0,0,"","","",NaN,NaN,NaN,NaN
12524,20202425,-12,0,0,10000,1402,6746,6862,-506,-93,7081,-460,-78,-537,65,-8060,-6006,1295,-6206,1294,922,1595,1433,-2458,3283,-1983,6730,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5171,4000,7411,5161,0,0,0,0,2287,1933,2736,2226,0,0,0,0,2093,1818,2633,2168,0,0,0,0,0,0,0,0,0,0,0,0,576,479,-2548,20169296,-470,1124,-3088,1405,-3072,-98,-701,-388,20,-586,-466,18,81,-356,306,2315,76,800,-2119,3614,-3042,6264,576,479,-2548,-701,-388,20,-2458,3283,-1983,6730,0,-4,44,20,15,-11,-3101,-386,29165,1,8705,7,0,1,1,-0.8633072080996659,0.5485486032011951,-2.183393398971484,0,0,0,"","","",NaN,NaN,NaN,NaN
12528,20204693,-12,0,0,10000,1402,6746,7115,-473,-206,7339,-457,-228,-427,135,-7841,-3404,-3699,-11306,1401,1048,1868,1345,-2503,3256,-1886,6755,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5095,3929,7346,5115,0,0,0,0,2262,1920,2729,2219,0,0,0,0,2067,1795,2616,2168,0,0,0,0,0,0,0,0,0,0,0,0,560,470,-2548,20169296,-470,1124,-3088,1405,-3072,-98,-707,-386,17,-586,-466,18,83,-355,306,2341,73,800,-2119,3614,-3042,6264,560,470,-2548,-707,-386,17,-2503,3256,-1886,6755,0,-4,44,20,15,-11,-3071,-288,29833,1,8705,7,0,1,1,-0.8362699431675419,0.5504392303106843,-2.1823647657929284,0,0,0,"","","",NaN,NaN,NaN,NaN
12532,20206960,-12,0,0,10000,1402,6746,7347,-608,-264,7611,-622,-306,-505,351,-7788,7625,3171,-4575,1294,1263,1515,1176,-2548,3228,-1784,6779,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5058,3905,7248,5066,0,0,0,0,2237,1906,2720,2213,0,0,0,0,2063,1767,2602,2163,0,0,0,0,0,0,0,0,0,0,0,0,544,462,-2547,20169296,-470,1124,-3088,1405,-3072,-98,-714,-384,14,-586,-466,18,84,-354,306,2367,70,800,-2119,3614,-3042,6264,544,462,-2547,-714,-384,14,-2548,3228,-1784,6779,0,-4,44,20,15,-11,-3060,-190,30071,1,8705,7,0,1,1,-0.8079723780748199,0.5526918345280507,-2.1812682214563597,0,0,0,"","","",NaN,NaN,NaN,NaN
12536,20209228,-12,0,0,10000,1402,6746,7531,-616,-181,7689,-528,-211,-622,173,-7722,4201,9000,-5163,1482,1178,1522,1245,-2596,3200,-1679,6801,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5047,3891,7158,5003,0,0,0,0,2212,1891,2709,2206,0,0,0,0,2067,1780,2587,2142,0,0,0,0,0,0,0,0,0,0,0,0,528,453,-2547,20169296,-470,1124,-3088,1405,-3072,-98,-720,-383,11,-586,-466,18,86,-353,306,2392,67,800,-2119,3614,-3042,6264,528,453,-2547,-720,-383,11,-2596,3200,-1679,6801,0,-4,44,20,15,-11,-3026,-89,30823,1,8705,7,0,1,1,-0.7793781325437685,0.5550964638063237,-2.1794453649511816,0,0,0,"","","",NaN,NaN,NaN,NaN
12540,20211496,-12,0,0,10000,1402,6746,7796,-624,-125,7928,-592,-68,-490,179,-7574,-9225,24,-7976,1442,1253,1529,1176,-2645,3168,-1570,6823,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5007,3881,7065,4937,0,0,0,0,2188,1875,2697,2199,0,0,0,0,2054,1759,2551,2117,0,0,0,0,0,0,0,0,0,0,0,0,512,444,-2547,20169296,-470,1124,-3088,1405,-3072,-98,-727,-381,8,-586,-466,18,88,-353,306,2416,65,800,-2119,3614,-3042,6264,512,444,-2547,-727,-381,8,-2645,3168,-1570,6823,0,-4,44,20,15,-11,-3015,15,30987,1,8705,7,0,1,1,-0.7492787832699943,0.5571678455792118,-2.1780078633059077,0,0,0,"","","",NaN,NaN,NaN,NaN
12544,20213764,-12,0,0,10000,1402,6746,8040,-649,-242,8156,-661,-216,-548,414,-7486,5643,-8517,-2292,1551,1359,1625,1263,-2693,3136,-1457,6844,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,4983,3879,6992,4848,0,0,0,0,2166,1860,2683,2191,0,0,0,0,2067,1770,2536,2102,0,0,0,0,0,0,0,0,0,0,0,0,495,436,-2546,20169296,-470,1124,-3088,1405,-3072,-98,-733,-380,4,-586,-466,18,89,-352,306,2440,64,800,-2119,3614,-3042,6264,495,436,-2546,-733,-380,4,-2693,3136,-1457,6844,0,-4,44,20,15,-11,-2990,124,31528,1,8705,7,0,1,1,-0.718388255934638,0.5598983767006369,-2.1768114630988844,0,0,0,"","","",NaN,NaN,NaN,NaN
12548,20216031,-12,0,0,10000,1402,6746,8265,-683,-251,8474,-639,-325,-688,441,-7453,8839,734,-7152,1430,1291,1563,1336,-2743,3102,-1341,6864,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5012,3884,6877,4810,0,0,0,0,2146,1845,2667,2183,0,0,0,0,2058,1764,2515,2078,0,0,0,0,0,0,0,0,0,0,0,0,479,427,-2546,20169296,-470,1124,-3088,1405,-3072,-98,-738,-379,1,-586,-466,18,91,-351,306,2463,64,800,-2119,3614,-3042,6264,479,427,-2546,-738,-379,1,-2743,3102,-1341,6864,0,-4,44,20,15,-11,-2975,235,31833,1,8705,7,0,1,1,-0.686779985558195,0.5625695361046761,-2.1755797576957496,0,0,0,"","","",NaN,NaN,NaN,NaN
12552,20218296,-12,0,0,10000,1402,6746,8533,-636,-166,8714,-653,-250,-571,201,-7289,-8811,8433,-8389,1525,1161,1498,1229,-2794,3064,-1221,6882,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5032,3892,6754,4778,0,0,0,0,2128,1832,2651,2173,0,0,0,0,2067,1770,2486,2067,0,0,0,0,0,0,0,0,0,0,0,0,462,418,-2546,20169296,-470,1124,-3088,1405,-3072,-98,-744,-379,-2,-586,-466,18,93,-350,306,2486,64,800,-2119,3614,-3042,6264,462,418,-2546,-744,-379,-2,-2794,3064,-1221,6882,0,-4,44,20,15,-11,-2962,349,32115,1,8705,7,0,1,1,-0.6536789614753371,0.5647622033973313,-2.1741826548529186,0,0,0,"","","",NaN,NaN,NaN,NaN
12556,20220564,-12,0,0,10000,1470,6746,8572,-734,-175,8459,-919,-99,-561,302,-7135,-7901,-3291,-7729,1559,1431,1470,1103,-2845,3026,-1099,6899,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5086,3922,6626,4698,0,0,0,0,2112,1819,2633,2162,0,0,0,0,2078,1780,2459,2067,0,0,0,0,0,0,0,0,0,0,0,0,445,410,-2546,20169296,-470,1124,-3088,1405,-3072,-98,-750,-379,-6,-586,-466,18,94,-349,306,2509,65,800,-2119,3614,-3042,6264,445,410,-2546,-750,-379,-6,-2845,3026,-1099,6899,0,-4,44,20,15,-11,-2954,469,32246,1,8705,7,0,1,1,-0.6204116586888094,0.5674439268454614,-2.1730716368996283,0,0,0,"","","",NaN,NaN,NaN,NaN
12560,20222831,-12,0,0,10000,1470,7753,8781,-693,-263,9082,-713,-226,-631,523,-7094,6989,-7110,-5094,1471,1448,1392,933,-2894,2986,-975,6914,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5078,3948,6520,4610,0,0,0,0,2100,1809,2614,2151,0,0,0,0,2112,1792,2427,2041,0,0,0,0,0,0,0,0,0,0,0,0,428,401,-2547,20219892,-806,908,-3083,1405,-3072,-98,-755,-378,-9,-720,-422,-2,96,-348,306,2530,66,800,-2987,3125,-1244,6768,428,401,-2547,-755,-378,-9,-2894,2986,-975,6914,0,-4,44,20,15,-11,-2942,590,32495,1,8705,7,0,1,1,-0.5863406973555939,0.5700974601623099,-2.172257690372553,0,0,0,"","","",NaN,NaN,NaN,NaN
12564,20225101,-12,0,0,10000,1470,7753,8969,-691,-279,9005,-842,-463,-595,675,-6899,-677,5524,-10175,1483,1246,1419,1043,-2945,2944,-847,6928,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5079,3978,6393,4509,0,0,0,0,2090,1800,2594,2139,0,0,0,0,2121,1810,2394,1994,0,0,0,0,0,0,0,0,0,0,0,0,411,393,-2547,20219892,-806,908,-3083,1405,-3072,-98,-760,-379,-13,-720,-422,-2,98,-347,306,2552,69,800,-2987,3125,-1244,6768,411,393,-2547,-760,-379,-13,-2945,2944,-847,6928,0,-4,44,20,15,-11,-2927,709,32809,1,8705,7,0,1,1,-0.5513695741524829,0.572907936872955,-2.171574527668821,0,0,0,"","","",NaN,NaN,NaN,NaN
12568,20227369,-12,0,0,10000,1470,7753,8916,-803,-241,8930,-866,-278,-530,725,-6747,-7525,7551,-10386,1596,1325,1451,1073,-2994,2903,-719,6938,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5078,3982,6282,4435,0,0,0,0,2084,1794,2572,2125,0,0,0,0,2112,1828,2368,1978,0,0,0,0,0,0,0,0,0,0,0,0,394,384,-2547,20219892,-806,908,-3083,1405,-3072,-98,-764,-379,-16,-720,-422,-2,99,-347,306,2572,71,800,-2987,3125,-1244,6768,394,384,-2547,-764,-379,-16,-2994,2903,-719,6938,0,-4,44,20,15,-11,-2912,833,33080,1,8705,7,0,1,1,-0.5166436084036828,0.5760357144025985,-2.170487159575572,0,0,0,"","","",NaN,NaN,NaN,NaN
12572,20229637,-12,0,0,10000,1470,7753,9138,-753,-175,9265,-654,75,-449,795,-6680,-6927,317,-9431,1628,1387,1466,1057,-3044,2859,-588,6947,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5102,4014,6186,4384,0,0,0,0,2080,1791,2549,2110,0,0,0,0,2132,1836,2350,1955,0,0,0,0,0,0,0,0,0,0,0,0,377,375,-2547,20219892,-806,908,-3083,1405,-3072,-98,-769,-379,-20,-720,-422,-2,101,-346,306,2592,75,800,-2987,3125,-1244,6768,377,375,-2547,-769,-379,-20,-3044,2859,-588,6947,0,-4,44,20,15,-11,-2894,954,33406,1,8705,7,0,1,1,-0.48097411060793155,0.5790454441126084,-2.1697565088706163,0,0,0,"","","",NaN,NaN,NaN,NaN
12576,20231905,-12,0,0,10000,1470,7753,9270,-755,-209,9363,-782,-217,-565,869,-6539,3403,-4345,-2383,1675,1359,1160,1227,-3094,2814,-455,6954,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5115,4044,6045,4334,0,0,0,0,2079,1790,2525,2094,0,0,0,0,2157,1858,2313,1939,0,0,0,0,0,0,0,0,0,0,0,0,359,367,-2548,20219892,-806,908,-3083,1405,-3072,-98,-773,-380,-24,-720,-422,-2,103,-345,306,2611,79,800,-2987,3125,-1244,6768,359,367,-2548,-773,-380,-24,-3094,2814,-455,6954,0,-4,44,20,15,-11,-2871,1075,33826,1,8705,7,0,1,1,-0.44488348159154534,0.582275400666154,-2.169164838946948,0,0,0,"","","",NaN,NaN,NaN,NaN
12580,20234172,-12,0,0,10000,1470,7753,9236,-834,-249,9182,-778,-275,-652,866,-6484,4408,4164,-3851,1774,1316,1329,973,-3142,2769,-321,6958,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5178,4056,5947,4255,0,0,0,0,2081,1791,2500,2077,0,0,0,0,2157,1882,2284,1910,0,0,0,0,0,0,0,0,0,0,0,0,342,358,-2548,20219892,-806,908,-3083,1405,-3072,-98,-777,-381,-27,-720,-422,-2,105,-344,306,2629,84,800,-2987,3125,-1244,6768,342,358,-2548,-777,-381,-27,-3142,2769,-321,6958,0,-4,44,20,15,-11,-2865,1203,33885,1,8705,7,0,1,1,-0.40858980820720625,0.5858084234555341,-2.1686380981443816,0,0,0,"","","",NaN,NaN,NaN,NaN
12584,20236440,-12,0,0,10000,1470,7753,9267,-790,-198,9355,-767,-106,-647,791,-6461,-3128,3402,-4810,1426,1353,1436,1155,-3190,2722,-187,6959,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5189,4079,5857,4193,0,0,0,0,2084,1794,2474,2059,0,0,0,0,2189,1882,2256,1906,0,0,0,0,0,0,0,0,0,0,0,0,324,350,-2549,20219892,-806,908,-3083,1405,-3072,-98,-781,-382,-31,-720,-422,-2,106,-343,306,2647,89,800,-2987,3125,-1244,6768,324,350,-2549,-781,-382,-31,-3190,2722,-187,6959,0,-4,44,20,15,-11,-2850,1327,34070,1,8705,7,0,1,1,-0.37214063007254683,0.5890006079225415,-2.1678824614180385,0,0,0,"","","",NaN,NaN,NaN,NaN
12588,20238708,-12,0,0,10000,1470,7753,9351,-783,-213,9330,-862,-340,-579,822,-6368,-3733,2868,-8448,1674,1381,1386,1077,-3237,2673,-53,6959,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5185,4102,5797,4149,0,0,0,0,2090,1799,2447,2040,0,0,0,0,2201,1870,2234,1877,0,0,0,0,0,0,0,0,0,0,0,0,306,341,-2550,20219892,-806,908,-3083,1405,-3072,-98,-785,-383,-34,-720,-422,-2,108,-342,306,2664,95,800,-2987,3125,-1244,6768,306,341,-2550,-785,-383,-34,-3237,2673,-53,6959,0,-4,44,20,15,-11,-2843,1452,34125,1,8705,7,0,1,1,-0.33545601973415756,0.5920619807638376,-2.167738192920764,0,0,0,"","","",NaN,NaN,NaN,NaN
12592,20240976,-12,0,0,10000,1344,7753,9296,-747,-218,9202,-805,-212,-595,904,-6250,-965,-3521,-11048,1552,1358,1481,1210,-3283,2623,81,6956,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5217,4110,5760,4105,0,0,0,0,2098,1806,2420,2021,0,0,0,0,2205,1901,2216,1870,0,0,0,0,0,0,0,0,0,0,0,0,288,332,-2550,20219892,-806,908,-3083,1405,-3072,-98,-788,-385,-38,-720,-422,-2,110,-341,306,2681,102,800,-2987,3125,-1244,6768,288,332,-2550,-788,-385,-38,-3283,2623,81,6956,0,-4,44,20,15,-11,-2832,1577,34236,1,8705,7,0,1,1,-0.2986947716121169,0.5950450960315433,-2.167490894304726,0,0,0,"","","",NaN,NaN,NaN,NaN
12596,20243243,-12,0,0,10000,1344,7307,9310,-779,-212,9334,-800,-27,-601,945,-6221,-301,-2110,-3371,1431,1532,1579,1182,-3327,2572,216,6951,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5203,4148,5688,4076,0,0,0,0,2107,1813,2393,2002,0,0,0,0,2211,1894,2201,1855,0,0,0,0,0,0,0,0,0,0,0,0,271,323,-2551,20219892,-806,908,-3083,1405,-3072,-98,-791,-387,-42,-720,-422,-2,112,-340,307,2697,109,800,-2987,3125,-1244,6768,271,323,-2551,-791,-387,-42,-3327,2572,216,6951,0,-4,44,20,15,-11,-2827,1701,34243,1,8705,7,0,1,1,-0.26151238240271907,0.5981598887176637,-2.1677034105456148,0,0,0,"","","",NaN,NaN,NaN,NaN
12600,20245511,-12,0,0,10000,1344,7307,9234,-807,-247,9253,-722,-342,-603,996,-6202,2757,2646,-3567,1591,1455,1398,1159,-3370,2523,349,6943,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5168,4170,5631,4007,0,0,0,0,2117,1822,2367,1982,0,0,0,0,2216,1922,2195,1851,0,0,0,0,0,0,0,0,0,0,0,0,253,315,-2552,20219892,-806,908,-3083,1405,-3072,-98,-794,-389,-45,-720,-422,-2,113,-340,307,2712,117,800,-2987,3125,-1244,6768,253,315,-2552,-794,-389,-45,-3370,2523,349,6943,0,-4,44,20,15,-11,-2812,1817,34428,1,8705,7,0,1,1,-0.22520760416226818,0.6017081227787682,-2.167704656657559,0,0,0,"","","",NaN,NaN,NaN,NaN
12604,20247779,-12,0,0,10000,1344,7307,9172,-875,-155,9141,-789,-273,-589,985,-6208,-1836,5085,-6496,1398,1279,1222,1145,-3413,2473,482,6932,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5130,4178,5536,3989,0,0,0,0,2127,1831,2341,1963,0,0,0,0,2201,1910,2168,1840,0,0,0,0,0,0,0,0,0,0,0,0,235,306,-2553,20219892,-806,908,-3083,1405,-3072,-98,-797,-391,-49,-720,-422,-2,115,-339,307,2726,125,800,-2987,3125,-1244,6768,235,306,-2553,-797,-391,-49,-3413,2473,482,6932,0,-4,44,20,15,-11,-2810,1939,34378,1,8705,7,0,1,1,-0.18887182879466108,0.6051865283658329,-2.1674666893830237,0,0,0,"","","",NaN,NaN,NaN,NaN
12608,20250044,-12,0,0,10000,1344,7307,9234,-802,-87,9141,-832,-4,-558,866,-6158,-3887,2178,-9309,1505,1380,1391,1069,-3455,2421,615,6919,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5101,4156,5459,3961,0,0,0,0,2138,1841,2316,1945,0,0,0,0,2201,1927,2163,1831,0,0,0,0,0,0,0,0,0,0,0,0,217,297,-2554,20219892,-806,908,-3083,1405,-3072,-98,-799,-393,-52,-720,-422,-2,117,-338,307,2740,134,800,-2987,3125,-1244,6768,217,297,-2554,-799,-393,-52,-3455,2421,615,6919,0,-4,44,20,15,-11,-2796,2053,-31009,1,8705,7,0,1,1,-0.15223580210455015,0.6084237845896161,-2.16747511329071,0,0,0,"","","",NaN,NaN,NaN,NaN
12612,20252311,-12,0,0,10000,1344,7307,9218,-760,-138,9197,-817,-71,-513,1022,-6110,1613,-3456,-5092,1621,1315,1268,1072,-3496,2368,747,6904,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5112,4199,5364,3924,0,0,0,0,2148,1851,2293,1927,0,0,0,0,2184,1927,2153,1821,0,0,0,0,0,0,0,0,0,0,0,0,198,288,-2556,20219892,-806,908,-3083,1405,-3072,-98,-802,-395,-56,-720,-422,-2,119,-337,307,2754,144,800,-2987,3125,-1244,6768,198,288,-2556,-802,-395,-56,-3496,2368,747,6904,0,-4,44,20,15,-11,-2782,2165,-30811,1,8705,7,0,1,1,-0.11569101249732411,0.6115440849722066,-2.1676448351878514,0,0,0,"","","",NaN,NaN,NaN,NaN
12616,20254579,-12,0,0,10000,1344,7307,9156,-719,-205,9207,-606,-232,-589,1058,-6088,1089,766,-5197,1520,1371,1236,1073,-3534,2314,878,6887,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5129,4207,5260,3874,0,0,0,0,2157,1861,2270,1911,0,0,0,0,2178,1934,2127,1813,0,0,0,0,0,0,0,0,0,0,0,0,180,279,-2557,20219892,-806,908,-3083,1405,-3072,-98,-804,-398,-60,-720,-422,-2,121,-336,307,2766,154,800,-2987,3125,-1244,6768,180,279,-2557,-804,-398,-60,-3534,2314,878,6887,0,-4,44,20,15,-11,-2761,2267,-30474,1,8705,7,0,1,1,-0.07905431699111663,0.6144756386019576,-2.1682442865769427,0,0,0,"","","",NaN,NaN,NaN,NaN
12620,20256849,-12,0,0,10000,1344,7307,9107,-700,-186,9127,-623,-272,-594,1077,-6101,1145,4092,-2773,1714,1350,1359,1182,-3572,2259,1007,6868,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5161,4201,5197,3827,0,0,0,0,2164,1871,2248,1895,0,0,0,0,2189,1939,2093,1803,0,0,0,0,0,0,0,0,0,0,0,0,162,270,-2558,20219892,-806,908,-3083,1405,-3072,-98,-806,-401,-63,-720,-422,-2,122,-335,307,2778,164,800,-2987,3125,-1244,6768,162,270,-2558,-806,-401,-63,-3572,2259,1007,6868,0,-4,44,20,15,-11,-2749,2369,-30322,1,8705,7,0,1,1,-0.04282787946588923,0.6171630677685531,-2.1687155992451927,0,0,0,"","","",NaN,NaN,NaN,NaN
12624,20259117,-12,0,0,10000,1344,7307,9060,-723,-118,8908,-800,-138,-530,1097,-6063,-5002,4719,-9037,1408,1272,1207,1080,-3609,2204,1136,6846,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5191,4188,5117,3776,0,0,0,0,2171,1881,2226,1880,0,0,0,0,2211,1939,2063,1795,0,0,0,0,0,0,0,0,0,0,0,0,144,261,-2560,20219892,-806,908,-3083,1405,-3072,-98,-807,-404,-67,-720,-422,-2,124,-334,308,2790,175,800,-2987,3125,-1244,6768,144,261,-2560,-807,-404,-67,-3609,2204,1136,6846,0,-4,44,20,15,-11,-2735,2468,-30142,1,8705,7,0,1,1,-0.0065924147971737875,0.6200098580991066,-2.1690743276806503,0,0,0,"","","",NaN,NaN,NaN,NaN
12628,20261385,-12,0,0,10000,1367,6796,9039,-662,-109,8972,-753,-19,-505,1049,-5972,292,1017,-10610,1632,1353,1279,1206,-3645,2147,1264,6823,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5157,4207,5070,3769,0,0,0,0,2177,1889,2205,1866,0,0,0,0,2211,1927,2041,1780,0,0,0,0,0,0,0,0,0,0,0,0,125,252,-2561,20219892,-806,908,-3083,1405,-3072,-98,-809,-407,-70,-720,-422,-2,126,-333,308,2801,186,800,-2987,3125,-1244,6768,125,252,-2561,-809,-407,-70,-3645,2147,1264,6823,0,-4,44,20,15,-11,-2733,2576,-30257,1,8705,7,0,1,1,0.029765757707432162,0.6225367255406501,-2.1698489817118993,0,0,0,"","","",NaN,NaN,NaN,NaN
12632,20263652,-12,0,0,10000,1367,6796,8964,-646,-146,8932,-697,-42,-473,1138,-5960,-2058,-4423,-5163,1346,1420,1297,1102,-3679,2090,1390,6798,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5159,4214,4987,3713,0,0,0,0,2183,1897,2184,1853,0,0,0,0,2216,1927,2050,1777,0,0,0,0,0,0,0,0,0,0,0,0,107,243,-2563,20219892,-806,908,-3083,1405,-3072,-98,-810,-410,-74,-720,-422,-2,128,-332,308,2811,198,800,-2987,3125,-1244,6768,107,243,-2563,-810,-410,-74,-3679,2090,1390,6798,0,-4,44,20,15,-11,-2716,2664,-29993,1,8705,7,0,1,1,0.0657678655408235,0.6249753540010878,-2.170740016745274,0,0,0,"","","",NaN,NaN,NaN,NaN
12636,20265920,-12,0,0,10000,1367,6796,8816,-627,-186,8808,-509,-212,-526,1094,-5881,918,-2518,-2978,1223,1360,1206,1111,-3710,2034,1514,6771,-5,2,3,-5510,3,10,-5974,-1,-6,0,3,-2,-1,0,0,-943,0,0,6,14,-6,-7,0,0,326,227,0,0,0,0,5109,4200,4925,3705,0,0,0,0,2188,1905,2163,1840,0,0,0,0,2205,1934,2021,1770,0,0,0,0,0,0,0,0,0,0,0,0,89,233,-2564,20219892,-806,908,-3083,1405,-3072,-98,-811,-413,-77,-720,-422,-2,130,-332,308,2820,211,800,-2987,3125,-1244,6768,89,233,-2564,-811,-413,-77,-3710,2034,1514,6771,0,-4,44,20,15,-11,-2723,2771,-30221,1,8705,7,0,1,1,0.10136909000493148,0.6274989046320564,-2.171894436605505,0,0,0,"","","",NaN,NaN,NaN,NaN
